Year,LeagueID,LeagueName,Week,RosterID,OwnerID,OwnerName,OpponentRosterID,OpponentName,PointsFor,PointsAgainst,Outcome,IsRegularSeason,StarterPoints,BenchPoints
2026,1316899936696016896,NCAA BIG 10,2,10,459225788735025152,richardson98,3,kfitch3p,117.44,59.22,Win,True,117.44000000000001,-1.4210854715202004e-14
2026,1316899936696016896,NCAA BIG 10,2,4,1354967293209083904,EndZoneAllDay1,5,Justahippo,78.7,111.88,Loss,True,78.69999999999999,1.4210854715202004e-14
2026,1316899936696016896,NCAA BIG 10,2,5,856759599565475840,Justahippo,4,EndZoneAllDay1,111.88,78.7,Win,True,111.88000000000001,-1.4210854715202004e-14
2026,1316899936696016896,NCAA BIG 10,2,7,460518714907815936,linkoftime1,11,Schuflakka,253.72,118.78,Win,True,253.72,0.0
2026,1316899936696016896,NCAA BIG 10,2,11,471056290550902784,Schuflakka,7,linkoftime1,118.78,253.72,Loss,True,118.78000000000002,-1.4210854715202004e-14
2026,1316899936696016896,NCAA BIG 10,2,8,998438693570539520,ChAiNSmOkErTk,9,Klashified,71.06,173.48,Loss,True,71.06,0.0
2026,1316899936696016896,NCAA BIG 10,2,9,559208653427675136,Klashified,8,ChAiNSmOkErTk,173.48,71.06,Win,True,173.48,0.0
2026,1316899756005412864,NCAA BIG SKY,2,1,456258200757334016,WillyP15,10,thejockytype,171.0,61.28,Win,True,171.0,0.0
2026,1316899756005412864,NCAA BIG SKY,2,10,334014945886748672,thejockytype,1,WillyP15,61.28,171.0,Loss,True,61.279999999999994,7.105427357601002e-15
2026,1316899756005412864,NCAA BIG SKY,2,2,439255136309604352,PapaCrowther,7,fballfreek80,73.14,82.56,Loss,True,73.14,0.0
2026,1316899756005412864,NCAA BIG SKY,2,7,78892531970359296,fballfreek80,2,PapaCrowther,82.56,73.14,Win,True,82.55999999999999,1.4210854715202004e-14
2026,1316899756005412864,NCAA BIG SKY,2,3,449327253101211648,Beastchewy15,5,agrakush,186.78,122.58,Win,True,186.78,0.0
2026,1316899756005412864,NCAA BIG SKY,2,5,465934519652839424,agrakush,3,Beastchewy15,122.58,186.78,Loss,True,122.58,0.0
2026,1316899756005412864,NCAA BIG SKY,2,4,519439276311531520,Elestial,12,mssullivan2022,137.5,178.48,Loss,True,137.5,0.0
2026,1316899756005412864,NCAA BIG SKY,2,12,519767126595325952,mssullivan2022,4,Elestial,178.48,137.5,Win,True,178.48,0.0
2026,1316899756005412864,NCAA BIG SKY,2,6,424793511431262208,Elwayluva7,8,Vitus,112.5,180.12,Loss,True,112.5,0.0
2026,1316899756005412864,NCAA BIG SKY,2,8,437413803001376768,Vitus,6,Elwayluva7,180.12,112.5,Win,True,180.11999999999998,2.842170943040401e-14
2026,1316899756005412864,NCAA BIG SKY,2,9,448641292377780224,Pinky7373,11,mgrant55,38.28,56.62,Loss,True,38.28,0.0
2026,1316899756005412864,NCAA BIG SKY,2,11,604388962898866176,mgrant55,9,Pinky7373,56.62,38.28,Win,True,56.62,0.0
